instr,addr,pipe,call_count,cycles,running_time(us),detail
STI_XN_IMM,0x1168b998,SCALAR,1,297,0.000000,"dtype:B64,XN:X30=0x1cfc20,IMM:0xc88,#POST:0,#IMM_TYPE:ZERO,"
STP_XI_XJ_XN,0x1168bacc,SCALAR,1,296,0.000000,"dtype:B64,XI:X4=0x30000,XJ:X2=0x1cf970,XN:X1=0x1cfee0,IMM:0,"
ST_XD_XN_IMM,0x1168bad8,SCALAR,1,295,0.000000,"dtype:B8,XD:X2=0x9,XN:X30=0x1cfc20,IMM:0x2d0,"
STP_XI_XJ_XN,0x1168ba14,SCALAR,1,295,0.000000,"dtype:B64,XI:X4=0x10000,XJ:X3=0x1cf940,XN:X2=0x1cfdc0,IMM:0,"
ST_XD_XN_IMM,0x1168ba24,SCALAR,1,295,0.000000,"dtype:B8,XD:X3=0x2,XN:X30=0x1cfc20,IMM:0x1b0,"
STP_XI_XJ_XN,0x1168ba98,SCALAR,1,293,0.000000,"dtype:B64,XI:X4=0x20000,XJ:X3=0x1cf960,XN:X1=0x1cfe80,IMM:0,"
ST_XD_XN_IMM,0x1168ba9c,SCALAR,1,293,0.000000,"dtype:B8,XD:X2=0x7,XN:X30=0x1cfc20,IMM:0x270,"
ST_XD_XN_IMM,0x1168b948,SCALAR,1,291,0.000000,"dtype:B64,XD:X1=0x1168a600,XN:X30=0x1cfc20,IMM:0x878,"
ST_XD_XN_IMM,0x1168bd40,SCALAR,1,291,0.000000,"dtype:B32,XD:X0=0x30000,XN:X30=0x1cfc20,IMM:0x940,"
ST_XD_XN_IMM,0x1168bd44,SCALAR,1,291,0.000000,"dtype:B32,XD:X3=0,XN:X4=0x1cf564,IMM:0,"
ST_XD_XN_IMM,0x1168b984,SCALAR,1,291,0.000000,"dtype:B32,XD:X2=0x7ff80,XN:X30=0x1cfc20,IMM:0x138,"
ST_XD_XN_IMM,0x1168b930,SCALAR,1,290,0.000000,"dtype:B64,XD:X3=0x11689600,XN:X30=0x1cfc20,IMM:0x918,"
ST_XD_XN_IMM,0x1168bd58,SCALAR,1,289,0.000000,"dtype:B64,XD:X1=0x1cf970,XN:X30=0x1cfc20,IMM:0x948,"
ST_XD_XN_IMM,0x1168bd5c,SCALAR,1,289,0.000000,"dtype:B8,XD:X2=0x9,XN:X30=0x1cfc20,IMM:0x950,"
STP_XI_XJ_XN,0x1168bd60,SCALAR,1,289,0.000000,"dtype:B32,XI:X6=0x10000,XJ:X4=0x20000,XN:X9=0x1cf620,IMM:0,"
STP_XI_XJ_XN,0x1168be20,SCALAR,1,289,0.000000,"dtype:B32,XI:X9=0xe000,XJ:X8=0x22000,XN:X12=0x1cf680,IMM:0,"
ST_XD_XN_IMM,0x1168bda0,SCALAR,1,288,0.000000,"dtype:B64,XD:X1=0x1cf970,XN:X30=0x1cfc20,IMM:0xb88,"
STP_XI_XJ_XN,0x1168be34,SCALAR,1,288,0.000000,"dtype:B32,XI:X9=0xa000,XJ:X8=0x26000,XN:X12=0x1cf740,IMM:0,"
STP_XI_XJ_XN,0x1168bd9c,SCALAR,1,288,0.000000,"dtype:B32,XI:X0=0x8000,XJ:X3=0x28000,XN:X4=0x1cf7a0,IMM:0,"
ST_XD_XN_IMM,0x1168b928,SCALAR,1,288,0.000000,"dtype:B16,XD:X1=0xad69,XN:X30=0x1cfc20,IMM:0x8be,"
ST_XD_XN_IMM,0x1168bda4,SCALAR,1,288,0.000000,"dtype:B8,XD:X2=0x9,XN:X30=0x1cfc20,IMM:0xb90,"
STI_XN_IMM,0x1168bd3c,SCALAR,1,287,0.000000,"dtype:B64,XN:X30=0x1cfc20,IMM:0xc58,#POST:0,#IMM_TYPE:ZERO,"
STP_XI_XJ_XN,0x1168bd7c,SCALAR,1,287,0.000000,"dtype:B32,XI:X6=0xc000,XJ:X4=0x24000,XN:X9=0x1cf6e0,IMM:0,"
ST_XD_XN_IMM,0x1168bd78,SCALAR,1,287,0.000000,"dtype:B8,XD:X2=0x9,XN:X30=0x1cfc20,IMM:0xa10,"
STP_XI_XJ_XN,0x1168be08,SCALAR,1,287,0.000000,"dtype:B32,XI:X8=0x20000,XJ:X9=0x10000,XN:X12=0x1cf5c0,IMM:0,"
ST_XD_XN_IMM,0x1168bd74,SCALAR,1,287,0.000000,"dtype:B64,XD:X1=0x1cf970,XN:X30=0x1cfc20,IMM:0xa08,"
ST_XD_XN_IMM,0x1168bd98,SCALAR,1,285,0.000000,"dtype:B8,XD:X2=0x9,XN:X30=0x1cfc20,IMM:0xad0,"
ST_XD_XN_IMM,0x1168bd94,SCALAR,1,285,0.000000,"dtype:B64,XD:X1=0x1cf970,XN:X30=0x1cfc20,IMM:0xac8,"
ST_XD_XN_IMM,0x1168b938,SCALAR,1,282,0.000000,"dtype:B64,XD:X1=0x1168a000,XN:X30=0x1cfc20,IMM:0x8b0,"
ST_XD_XN_IMM,0x1168be58,SCALAR,1,282,0.000000,"dtype:B64,XD:X4=0x1cf970,XN:X30=0x1cfc20,IMM:0xb28,"
ST_XD_XN_IMM,0x1168be5c,SCALAR,1,282,0.000000,"dtype:B8,XD:X6=0x9,XN:X30=0x1cfc20,IMM:0xb30,"
STI_XN_IMM,0x1168ba38,SCALAR,1,282,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd3c,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168b990,SCALAR,1,281,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xcf0,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,0x1168b994,SCALAR,1,281,0.000000,"dtype:B64,XN:X30=0x1cfc20,IMM:0xd08,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,0x1168ba48,SCALAR,1,281,0.000000,"dtype:B32,XD:X4=0x10000,XN:X30=0x1cfc20,IMM:0xd38,"
ST_XD_XN_IMM,0x1168be54,SCALAR,1,281,0.000000,"dtype:B8,XD:X6=0x9,XN:X30=0x1cfc20,IMM:0xa70,"
ST_XD_XN_IMM,0x1168be50,SCALAR,1,281,0.000000,"dtype:B64,XD:X4=0x1cf970,XN:X30=0x1cfc20,IMM:0xa68,"
ST_XD_XN_IMM,0x1168be48,SCALAR,1,277,0.000000,"dtype:B64,XD:X4=0x1cf970,XN:X30=0x1cfc20,IMM:0x9a8,"
ST_XD_XN_IMM,0x1168be4c,SCALAR,1,277,0.000000,"dtype:B8,XD:X6=0x9,XN:X30=0x1cfc20,IMM:0x9b0,"
STI_XN_IMM,0x1168ba08,SCALAR,1,275,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd2c,#POST:0,#IMM_TYPE:ALL_ONE,"
STP_XI_XJ_XN,0x1168b9b4,SCALAR,1,275,0.000000,"dtype:B64,XI:X0=0,XJ:X0=0,XN:X2=0x1cf900,IMM:0,"
STI_XN_IMM,0x1168ba00,SCALAR,1,275,0.000000,"dtype:B16,XN:X30=0x1cfc20,IMM:0xd22,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168ba04,SCALAR,1,275,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd24,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,0x1168ba10,SCALAR,1,274,0.000000,"dtype:B32,XD:X4=0x10000,XN:X30=0x1cfc20,IMM:0xd28,"
WAIT_FLAG,0x1168c598,MTE2,1,273,0.000000,"PIPE:VEC,TRIGGERPIPE:MTE2,FLAGID:0,"
STI_XN_IMM,0x1168ba80,SCALAR,1,273,0.000000,"dtype:B8,XN:X30=0x1cfc20,IMM:0xd40,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,0x1168ba84,SCALAR,1,273,0.000000,"dtype:B16,XN:X30=0x1cfc20,IMM:0xd42,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168ba34,SCALAR,1,272,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd34,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,0x1168ba30,SCALAR,1,272,0.000000,"dtype:B16,XN:X30=0x1cfc20,IMM:0xd32,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168ba28,SCALAR,1,272,0.000000,"dtype:B8,XN:X30=0x1cfc20,IMM:0xd30,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,0x1168b9cc,SCALAR,1,271,0.000000,"dtype:B8,XN:X30=0x1cfc20,IMM:0xd10,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,0x1168b9d0,SCALAR,1,271,0.000000,"dtype:B16,XN:X30=0x1cfc20,IMM:0xd12,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168b9d4,SCALAR,1,271,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd14,#POST:0,#IMM_TYPE:ZERO,"
STI_XN_IMM,0x1168b9d8,SCALAR,1,271,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd1c,#POST:0,#IMM_TYPE:ALL_ONE,"
ST_XD_XN_IMM,0x1168b9dc,SCALAR,1,271,0.000000,"dtype:B32,XD:X4=0x80000,XN:X30=0x1cfc20,IMM:0xcf8,"
STP_XI_XJ_XN,0x1168b9e4,SCALAR,1,271,0.000000,"dtype:B64,XI:X4=0x80000,XJ:X3=0x1cf930,XN:X2=0x1cfd60,IMM:0,"
STI_XN_IMM,0x1168b9f8,SCALAR,1,269,0.000000,"dtype:B8,XN:X30=0x1cfc20,IMM:0x150,#POST:0,#IMM_TYPE:ONE,"
ST_XD_XN_IMM,0x1168b950,SCALAR,1,269,0.000000,"dtype:B64,XD:X1=0x11549400,XN:X30=0x1cfc20,IMM:0x8a8,"
ST_XD_XN_IMM,0x1168bdac,SCALAR,1,268,0.000000,"dtype:B32,XD:X8=0x2,XN:X30=0x1cfc20,IMM:0xc48,"
STP_XI_XJ_XN,0x1168b9a0,SCALAR,1,267,0.000000,"dtype:B64,XI:X0=0,XJ:X0=0,XN:X2=0x1cf8c0,IMM:0,"
STI_XN_IMM,0x1168bdb8,SCALAR,1,267,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xc40,#POST:0,#IMM_TYPE:ZERO,"
STP_XI_XJ_XN,0x1168b9b0,SCALAR,1,267,0.000000,"dtype:B64,XI:X0=0,XJ:X0=0,XN:X2=0x1cf900,IMM:0x30,"
STP_XI_XJ_XN,0x1168b9ac,SCALAR,1,267,0.000000,"dtype:B64,XI:X0=0,XJ:X0=0,XN:X3=0x1cf8e0,IMM:0,"
STP_XI_XJ_XN,0x1168b9a4,SCALAR,1,267,0.000000,"dtype:B64,XI:X0=0,XJ:X0=0,XN:X3=0x1cf8e0,IMM:0x30,"
ST_XD_XN_IMM,0x1168bdd0,SCALAR,1,265,0.000000,"dtype:B32,XD:X1=0x3,XN:X30=0x1cfc20,IMM:0xc4c,"
STP_XI_XJ_XN,0x1168bdc8,SCALAR,1,265,0.000000,"dtype:B32,XI:X3=0,XJ:X4=0x1,XN:X6=0x1cf870,IMM:0,"
WAIT_FLAG,0x1168dc54,VECTOR,32,263,0.140000,"PIPE:MTE2,TRIGGERPIPE:VEC,FLAGID:2,"
ST_XD_XN_IMM,0x1168b964,SCALAR,1,261,0.000000,"dtype:B64,XD:X0=0x40000000280,XN:X30=0x1cfc20,IMM:0x8c8,"
LD_XD_XN_IMM,0x1168e10c,SCALAR,1,258,0.000000,"dtype:B64,XD:X16=0,XN:X17=0x108000,IMM:0xff0,"
MOV_SRC_TO_DST_ALIGN,0x1168c1d8,MTE3,1,238,0.000000,"Src:UB,Dst:OUT,XD:X4=0x1168a600,XN:X1=0x24000,XM:X2=0x4000010,XT:X11=0,Dtype:B16,id:135"
SET_FLAG,0x1168c000,MTE3,1,220,0.000000,"PIPE:MTE3,TRIGGERPIPE:MTE2,FLAGID:0,"
WAIT_FLAG,0x1168de84,MTE2,1,186,0.000000,"PIPE:MTE3,TRIGGERPIPE:MTE2,FLAGID:0,"
BAR,0x1168bd18,ALL,1,174,0.000000,"PIPE:ALL"
LD_XD_XN_IMM,0x1168dcac,SCALAR,32,160,0.080000,"dtype:B32,XD:X0=0,XN:X1=0x1cf560,IMM:0x300,"
LDP_XI_XJ_XN,0x1168dcb4,SCALAR,32,160,0.080000,"dtype:B32,XI:X3=0,XJ:X13=0,XN:X3=0x1cf880,IMM:0,"
LD_XD_XN_IMM,0x1168cfc4,SCALAR,32,160,0.080000,"dtype:B32,XD:X1=0,XN:X30=0x1cfc20,IMM:0xc5c,"
LDP_XI_XJ_XN,0x1168dcb8,SCALAR,32,160,0.080000,"dtype:B32,XI:X1=0,XJ:X2=0,XN:X1=0x1cf878,IMM:0,"
LD_XD_XN_IMM,0x1168dc50,SCALAR,32,160,0.080000,"dtype:B32,XD:X3=0,XN:X30=0x1cfc20,IMM:0xc68,"
LD_XD_XN_IMM,0x1168dd20,SCALAR,32,160,0.080000,"dtype:B32,XD:X1=0,XN:X1=0x1cf564,IMM:0,"
LD_XD_XN_IMM,0x1168d018,SCALAR,32,160,0.080000,"dtype:B64,XD:X3=0,XN:X30=0x1cfc20,IMM:0x920,"
LD_XD_XN_IMM,0x1168dc58,SCALAR,32,160,0.080000,"dtype:B32,XD:X0=0,XN:X2=0x1cf624,IMM:0,"
LD_XD_XN_IMM,0x1168cfc0,SCALAR,32,160,0.080000,"dtype:B32,XD:X0=0,XN:X30=0x1cfc20,IMM:0xc5c,"
LD_XD_XN_IMM,0x1168dcec,SCALAR,32,160,0.080000,"dtype:B32,XD:X2=0,XN:X30=0x1cfc20,IMM:0xc70,"
LD_XD_XN_IMM,0x1168d010,SCALAR,32,160,0.080000,"dtype:B64,XD:X1=0,XN:X30=0x1cfc20,IMM:0x928,"
LD_XD_XN_IMM,0x1168dce8,SCALAR,32,160,0.080000,"dtype:B32,XD:X5=0,XN:X2=0x1cf624,IMM:0,"
LD_XD_XN_IMM,0x1168dc38,SCALAR,32,160,0.080000,"dtype:B32,XD:X0=0,XN:X0=0x1cf560,IMM:0x308,"
LD_XD_XN_IMM,0x1168cfe0,SCALAR,32,160,0.080000,"dtype:B32,XD:X1=0,XN:X1=0x1cf560,IMM:0x308,"
LD_XD_XN_IMM,0x1168dd00,SCALAR,32,160,0.080000,"dtype:B32,XD:X4=0,XN:X4=0x1cf7a4,IMM:0,"
LDP_XI_XJ_XN,0x1168d020,SCALAR,32,160,0.080000,"dtype:B32,XI:X2=0,XJ:X1=0,XN:X2=0x1cf890,IMM:0,"
LD_XD_XN_IMM,0x1168dd18,SCALAR,32,160,0.080000,"dtype:B32,XD:X0=0,XN:X0=0x1cf6e4,IMM:0,"
LD_XD_XN_IMM,0x1168dc2c,SCALAR,32,160,0.080000,"dtype:B32,XD:X1=0,XN:X30=0x1cfc20,IMM:0xc5c,"
LD_XD_XN_IMM,0x1168cfd4,SCALAR,32,160,0.080000,"dtype:B32,XD:X0=0,XN:X0=0x1cf560,IMM:0x300,"
LD_XD_XN_IMM,0x1168d0b8,SCALAR,31,156,0.080000,"dtype:B32,XD:X5=0,XN:X1=0x1cf684,IMM:0,"
LD_XD_XN_IMM,0x1168d0a4,SCALAR,31,155,0.080000,"dtype:B32,XD:X8=0,XN:X30=0x1cfc20,IMM:0xc74,"
LD_XD_XN_IMM,0x1168d284,SCALAR,31,155,0.080000,"dtype:B32,XD:X1=0,XN:X1=0x1cf564,IMM:0x308,"
LD_XD_XN_IMM,0x1168d0d4,SCALAR,31,155,0.080000,"dtype:B64,XD:X3=0,XN:X30=0x1cfc20,IMM:0x918,"
LD_XD_XN_IMM,0x1168d0d0,SCALAR,31,155,0.080000,"dtype:B32,XD:X13=0,XN:X1=0x1cf564,IMM:0x308,"
LD_XD_XN_IMM,0x1168d290,SCALAR,31,155,0.080000,"dtype:B32,XD:X4=0,XN:X26=0x1cf564,IMM:0x300,"
LD_XD_XN_IMM,0x1168d4f8,SCALAR,31,155,0.080000,"dtype:B64,XD:X1=0,XN:X30=0x1cfc20,IMM:0x8f0,"
LD_XD_XN_IMM,0x1168d0c8,SCALAR,31,155,0.080000,"dtype:B8,XD:X0=0,XN:X13=0x1cf5c0,IMM:0x10,"
LD_XD_XN_IMM,0x1168d0c4,SCALAR,31,155,0.080000,"dtype:B32,XD:X20=0,XN:X0=0x1cf5c4,IMM:0,"
LD_XD_XN_IMM,0x1168d2b4,SCALAR,31,155,0.080000,"dtype:B32,XD:X2=0,XN:X30=0x1cfc20,IMM:0xc70,"
LD_XD_XN_IMM,0x1168d0cc,SCALAR,31,155,0.080000,"dtype:B8,XD:X6=0,XN:X13=0x1cf5c0,IMM:0xd0,"
LD_XD_XN_IMM,0x1168dc00,SCALAR,31,155,0.080000,"dtype:B32,XD:X1=0,XN:X26=0x1cf564,IMM:0x300,"
LD_XD_XN_IMM,0x1168d298,SCALAR,31,155,0.080000,"dtype:B64,XD:X3=0,XN:X30=0x1cfc20,IMM:0x930,"
LD_XD_XN_IMM,0x1168dc0c,SCALAR,31,155,0.080000,"dtype:B64,XD:X20=0,XN:X30=0x1cfc20,IMM:0x908,"
LD_XD_XN_IMM,0x1168d28c,SCALAR,31,155,0.080000,"dtype:B32,XD:X5=0,XN:X30=0x1cfc20,IMM:0xc78,"
LD_XD_XN_IMM,0x1168dc08,SCALAR,31,155,0.080000,"dtype:B64,XD:X19=0,XN:X30=0x1cfc20,IMM:0x910,"
LD_XD_XN_IMM,0x1168dc04,SCALAR,31,155,0.080000,"dtype:B32,XD:X0=0,XN:X30=0x1cfc20,IMM:0xc5c,"
MUL,0x1168d02c,SCALAR,32,64,0.030000,"dtype:S64,XD:X2=0x3e0,XN:X1=0x20,XM:X20=0x1f,"
MUL,0x1168d2a4,SCALAR,31,62,0.030000,"dtype:S64,XD:X4=0x5000,XN:X5=0x5000,XM:X2=0x1,"
MUL,0x1168d0c0,SCALAR,31,62,0.030000,"dtype:S64,XD:X8=0x20,XN:X8=0x20,XM:X2=0x1,"
STI_XN_IMM,0x1168be70,SCALAR,1,46,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xc44,#POST:0,#IMM_TYPE:ONE,"
ST_XD_XN_IMM,0x1168bac4,SCALAR,1,42,0.000000,"dtype:B8,XD:X3=0x5,XN:X30=0x1cfc20,IMM:0x13c,"
STI_XN_IMM,0x1168babc,SCALAR,1,41,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd5c,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168bab4,SCALAR,1,41,0.000000,"dtype:B16,XN:X30=0x1cfc20,IMM:0xd52,#POST:0,#IMM_TYPE:ALL_ONE,"
STI_XN_IMM,0x1168bab8,SCALAR,1,41,0.000000,"dtype:B32,XN:X30=0x1cfc20,IMM:0xd54,#POST:0,#IMM_TYPE:ZERO,"
ST_XD_XN_IMM,0x1168bac8,SCALAR,1,39,0.000000,"dtype:B32,XD:X4=0x30000,XN:X30=0x1cfc20,IMM:0xd58,"
